Version,File Name,LOC,LOC_added,LOC_deleted,LOC_modified,NAuth,NR,MAX_LOC_added,AVG_LOC_added,Churn,MAX_Churn,AVG_churn,...,...,...,...,Buggy
3,tools/perf/src/main/java/org/apache/bookkeeper/tools/perf/table/WriteTask.java,72,4,0,0,3,2,2,2.0,1,1,0.5,72,72,72,72,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/bk/LedgerMetadata.java,45,0,0,0,1,0,0,0.0,0,0,0.0,45,45,45,45,yes
3,tools/ledger/src/main/java/org/apache/bookkeeper/tools/cli/BKCtl.java,29,0,0,0,1,0,0,0.0,0,0,0.0,29,29,29,29,yes
3,stream/storage/impl/src/main/java/org/apache/bookkeeper/stream/storage/impl/grpc/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/CachedDNSToSwitchMapping.java,91,7,0,0,6,5,5,1.4,8,6,1.6,91,91,91,91,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/AbstractDNSToSwitchMapping.java,78,19,0,0,8,10,13,1.9,26,11,2.6,78,78,78,78,yes
3,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,364,165,0,0,16,27,55,6.111111111111111,74,25,2.740740740740741,364,364,364,364,yes
3,stream/distributedlog/common/src/main/java/org/apache/distributedlog/common/concurrent/AsyncSemaphore.java,90,1,0,0,3,2,1,0.5,1,1,0.5,90,90,90,90,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,128,23,0,0,7,7,11,3.2857142857142856,93,50,13.285714285714286,128,128,128,128,yes
3,circe-checksum/src/main/java/com/scurrilous/circe/checksum/Crc32cIntChecksum.java,36,36,0,0,2,4,33,9.0,49,26,12.25,36,36,36,36,yes
3,metadata-drivers/etcd/src/main/java/org/apache/bookkeeper/metadata/etcd/EtcdMetadataDriverBase.java,82,6,0,0,4,4,3,1.5,4,2,1.0,82,82,82,82,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/feature/AbstractFeatureProvider.java,62,3,0,0,3,2,2,1.5,2,2,1.0,62,62,62,62,yes
3,bookkeeper-common/src/main/java/org/apache/bookkeeper/common/component/ComponentStarter.java,53,12,0,0,6,5,8,2.4,20,11,4.0,53,53,53,53,yes
3,circe-checksum/src/main/java/com/scurrilous/circe/IncrementalLongHash.java,13,0,0,0,1,0,0,0.0,0,0,0.0,13,13,13,13,yes
3,stream/statelib/src/main/java/org/apache/bookkeeper/statelib/impl/kv/KVCommandProcessor.java,59,0,0,0,1,0,0,0.0,0,0,0.0,59,59,59,59,yes
3,stream/api/src/main/java/org/apache/bookkeeper/api/kv/result/PutResult.java,10,0,0,0,1,0,0,0.0,0,0,0.0,10,10,10,10,yes
3,tools/stream/src/main/java/org/apache/bookkeeper/stream/cli/commands/ClientCommand.java,36,12,0,0,2,1,12,12.0,5,5,5.0,36,36,36,36,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,384,354,0,0,21,63,32,5.619047619047619,513,90,8.142857142857142,384,384,384,384,yes
3,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/exceptions/NamespaceExistsException.java,11,0,0,0,1,0,0,0.0,0,0,0.0,11,11,11,11,yes
3,bookkeeper-slogger/api/src/main/java/org/apache/bookkeeper/slogger/NullSlogger.java,42,0,0,0,1,0,0,0.0,0,0,0.0,42,42,42,42,yes
3,stream/common/src/main/java/org/apache/bookkeeper/common/grpc/proxy/ProxyHandlerRegistry.java,74,0,0,0,1,0,0,0.0,0,0,0.0,74,74,74,74,yes
3,stream/clients/java/all/src/main/java/org/apache/bookkeeper/clients/SimpleStorageClientImpl.java,80,9,0,0,2,1,9,9.0,28,28,28.0,80,80,80,80,yes
3,stream/distributedlog/protocol/src/main/java/org/apache/distributedlog/exceptions/DLIllegalStateException.java,14,1,0,0,2,1,1,1.0,0,0,0.0,14,14,14,14,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/collections/ConcurrentOpenHashMap.java,519,39,0,0,9,9,14,4.333333333333333,170,125,18.88888888888889,519,519,519,519,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZeroBuffer.java,36,8,0,0,5,4,6,2.0,2,1,0.5,36,36,36,36,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,1970,3289,0,0,44,165,213,19.933333333333334,5178,401,31.381818181818183,1970,1970,1970,1970,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ReadLacProcessorV3.java,90,45,0,0,11,15,7,3.0,40,14,2.6666666666666665,90,90,90,90,yes
3,bookkeeper-common/src/main/java/org/apache/bookkeeper/common/component/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/lock/LockListener.java,9,1,0,0,2,1,1,1.0,0,0,0.0,9,9,9,9,yes
3,stream/statelib/src/main/java/org/apache/bookkeeper/statelib/impl/rocksdb/RocksConstants.java,15,0,0,0,1,0,0,0.0,0,0,0.0,15,15,15,15,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/storage/directentrylogger/WriterWithMetadata.java,47,1,0,0,2,1,1,1.0,0,0,0.0,47,47,47,47,yes
3,stream/api/src/main/java/org/apache/bookkeeper/api/kv/impl/options/IncrementOptionImpl.java,29,0,0,0,1,0,0,0.0,0,0,0.0,29,29,29,29,yes
3,stream/distributedlog/core/src/main/java/org/apache/bookkeeper/client/package-info.java,5,1,0,0,2,1,1,1.0,0,0,0.0,5,5,5,5,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/api/LedgerEntry.java,38,17,0,0,5,5,11,3.4,28,18,5.6,38,38,38,38,yes
3,circe-checksum/src/main/java/com/scurrilous/circe/params/SipHash24Parameters.java,28,0,0,0,1,0,0,0.0,0,0,0.0,28,28,28,28,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/feature/FeatureProvider.java,15,2,0,0,2,1,2,2.0,1,1,1.0,15,15,15,15,yes
3,stream/proto/src/main/java/org/apache/bookkeeper/stream/protocol/util/ProtoUtils.java,213,49,0,0,3,3,32,16.333333333333332,12,9,4.0,213,213,213,213,yes
3,tools/perf/src/main/java/org/apache/bookkeeper/tools/perf/table/IncrementSequentialTask.java,22,0,0,0,1,0,0,0.0,0,0,0.0,22,22,22,22,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorPlacementPolicyCheckTask.java,253,2,0,0,2,1,2,2.0,8,8,8.0,253,253,253,253,yes
3,stream/statelib/src/main/java/org/apache/bookkeeper/statelib/impl/Constants.java,19,0,0,0,2,1,0,0.0,1,1,1.0,19,19,19,19,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/impl/federated/package-info.java,5,1,0,0,2,1,1,1.0,0,0,0.0,5,5,5,5,yes
3,stream/distributedlog/protocol/src/main/java/org/apache/distributedlog/exceptions/OverCapacityException.java,15,1,0,0,2,1,1,1.0,0,0,0.0,15,15,15,15,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,264,197,0,0,17,37,48,5.324324324324325,203,60,5.486486486486487,264,264,264,264,yes
3,stream/distributedlog/protocol/src/main/java/org/apache/distributedlog/exceptions/RequestDeniedException.java,12,1,0,0,2,1,1,1.0,0,0,0.0,12,12,12,12,yes
3,stream/api/src/main/java/org/apache/bookkeeper/api/kv/package-info.java,5,1,0,0,2,1,1,1.0,0,0,0.0,5,5,5,5,yes
3,stream/common/src/main/java/org/apache/bookkeeper/common/router/Router.java,11,0,0,0,1,0,0,0.0,0,0,0.0,11,11,11,11,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/auditor/package-info.java,6,0,0,0,1,0,0,0.0,0,0,0.0,6,6,6,6,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java,56,69,0,0,13,20,19,3.45,85,18,4.25,56,56,56,56,yes
3,stream/api/src/main/java/org/apache/bookkeeper/api/kv/impl/result/ResultFactory.java,69,0,0,0,1,0,0,0.0,0,0,0.0,69,69,69,69,yes
3,tests/integration-tests-utils/src/main/java/org/apache/bookkeeper/tests/integration/utils/MavenClassLoader.java,226,87,0,0,5,6,44,14.5,148,129,24.666666666666668,226,226,226,226,yes
3,stream/common/src/main/java/org/apache/bookkeeper/common/grpc/stats/MonitoringClientCall.java,25,0,0,0,1,0,0,0.0,0,0,0.0,25,25,25,25,yes
3,stream/api/src/main/java/org/apache/bookkeeper/api/kv/op/TxnOpBuilder.java,20,0,0,0,1,0,0,0.0,0,0,0.0,20,20,20,20,yes
3,stream/storage/impl/src/main/java/org/apache/bookkeeper/stream/storage/impl/service/RangeStoreContainerServiceImpl.java,25,0,0,0,1,0,0,0.0,0,0,0.0,25,25,25,25,yes
3,stream/api/src/main/java/org/apache/bookkeeper/api/kv/result/KeyValue.java,16,0,0,0,1,0,0,0.0,0,0,0.0,16,16,16,16,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/server/component/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/interceptors/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,tools/stream/src/main/java/org/apache/bookkeeper/stream/cli/commands/AdminCommand.java,34,17,0,0,2,1,17,17.0,10,10,10.0,34,34,34,34,yes
3,circe-checksum/src/main/java/com/scurrilous/circe/StatelessHash.java,7,0,0,0,1,0,0,0.0,0,0,0.0,7,7,7,7,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthProviderFactoryFactory.java,72,43,0,0,8,9,26,4.777777777777778,6,3,0.6666666666666666,72,72,72,72,yes
3,metadata-drivers/etcd/src/main/java/org/apache/bookkeeper/metadata/etcd/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationStats.java,49,26,0,0,10,15,21,1.7333333333333334,41,12,2.7333333333333334,49,49,49,49,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/callback/package-info.java,5,1,0,0,2,1,1,1.0,0,0,0.0,5,5,5,5,yes
3,stream/common/src/main/java/org/apache/bookkeeper/common/kv/KV.java,12,0,0,0,1,0,0,0.0,0,0,0.0,12,12,12,12,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/namespace/NamespaceDriver.java,51,7,0,0,3,3,5,2.3333333333333335,3,3,1.0,51,51,51,51,yes
3,stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/ByteBufTableImpl.java,41,0,0,0,1,0,0,0.0,0,0,0.0,41,41,41,41,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogManagerForSingleEntryLog.java,201,19,0,0,6,5,8,3.8,5,4,1.0,201,201,201,201,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/cli/commands/bookie/ReadLogCommand.java,196,30,0,0,3,3,16,10.0,7,3,2.3333333333333335,196,196,196,196,yes
3,stream/server/src/main/java/org/apache/bookkeeper/stream/server/service/RegistrationServiceProvider.java,82,2,0,0,4,3,1,0.6666666666666666,6,4,2.0,82,82,82,82,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/api/namespace/package-info.java,5,1,0,0,2,1,1,1.0,0,0,0.0,5,5,5,5,yes
3,native-io/src/main/java/org/apache/bookkeeper/common/util/nativeio/NativeIOJni.java,32,3,0,0,4,3,2,1.0,2,2,0.6666666666666666,32,32,32,32,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/EnvelopedEntryWriter.java,159,10,0,0,5,4,4,2.5,0,0,0.0,159,159,159,159,yes
3,stream/storage/impl/src/main/java/org/apache/bookkeeper/stream/storage/impl/metadata/MetaRangeStoreImpl.java,92,26,0,0,2,2,22,13.0,14,9,7.0,92,92,92,92,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/logsegment/LogSegmentMetadataStore.java,53,1,0,0,2,1,1,1.0,0,0,0.0,53,53,53,53,yes
3,stream/distributedlog/common/src/main/java/org/apache/distributedlog/common/config/ConfigurationSubscription.java,138,5,0,0,3,2,4,2.5,6,6,3.0,138,138,138,138,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/collections/ConcurrentOpenHashSet.java,433,37,0,0,9,9,13,4.111111111111111,151,112,16.77777777777778,433,433,433,433,yes
3,microbenchmarks/src/main/java/org/apache/bookkeeper/proto/checksum/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,stream/storage/api/src/main/java/org/apache/bookkeeper/stream/storage/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,29,719,0,0,21,41,292,17.536585365853657,811,222,19.78048780487805,29,29,29,29,yes
3,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/ProtocolInternalUtils.java,74,1,0,0,3,2,1,0.5,1,1,0.5,74,74,74,74,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,352,249,0,0,19,36,190,6.916666666666667,623,183,17.305555555555557,352,352,352,352,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/cli/commands/autorecovery/LostBookieRecoveryDelayCommand.java,70,2,0,0,2,1,2,2.0,0,0,0.0,70,70,70,70,yes
3,circe-checksum/src/main/java/com/scurrilous/circe/StatefulLongHash.java,7,0,0,0,1,0,0,0.0,0,0,0.0,7,7,7,7,yes
3,stream/distributedlog/protocol/src/main/java/org/apache/distributedlog/exceptions/ChecksumFailedException.java,11,1,0,0,2,1,1,1.0,0,0,0.0,11,11,11,11,yes
3,tools/perf/src/main/java/org/apache/bookkeeper/tools/perf/journal/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/ZooKeeperClient.java,273,5,0,0,4,4,2,1.25,1,1,0.25,273,273,273,273,yes
3,stream/api/src/main/java/org/apache/bookkeeper/api/kv/impl/options/RangeOptionImpl.java,48,0,0,0,1,0,0,0.0,0,0,0.0,48,48,48,48,yes
3,stream/distributedlog/common/src/main/java/org/apache/distributedlog/io/CompressionCodec.java,36,1,0,0,2,1,1,1.0,0,0,0.0,36,36,36,36,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LedgerIdFormatter.java,77,3,0,0,4,3,2,1.0,2,1,0.6666666666666666,77,77,77,77,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java,88,3,0,0,3,3,1,1.0,1,1,0.3333333333333333,88,88,88,88,yes
3,bookkeeper-common/src/main/java/org/apache/bookkeeper/common/conf/ConfigDef.java,238,0,0,0,1,0,0,0.0,0,0,0.0,238,238,238,238,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/tls/SecurityProviderFactoryFactory.java,25,10,0,0,4,4,7,2.5,4,3,1.0,25,25,25,25,yes
3,circe-checksum/src/main/java/com/scurrilous/circe/impl/AbstractStatelessIntHash.java,43,1,0,0,2,1,1,1.0,1,1,1.0,43,43,43,43,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/server/http/service/LostBookieRecoveryDelayService.java,63,6,0,0,5,4,3,1.5,5,2,1.25,63,63,63,63,yes
3,stream/api/src/main/java/org/apache/bookkeeper/api/kv/options/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,bookkeeper-http/http-server/src/main/java/org/apache/bookkeeper/http/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/lock/LockTimeoutException.java,11,1,0,0,2,1,1,1.0,0,0,0.0,11,11,11,11,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/server/EmbeddedServer.java,430,2,0,0,3,2,1,1.0,0,0,0.0,430,430,430,430,yes
3,circe-checksum/src/main/java/com/scurrilous/circe/impl/IntStatelessLongHash.java,42,1,0,0,2,1,1,1.0,1,1,1.0,42,42,42,42,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/impl/LedgerEntriesImpl.java,61,9,0,0,3,2,7,4.5,4,2,2.0,61,61,61,61,yes
3,tools/stream/src/main/java/org/apache/bookkeeper/stream/cli/commands/namespace/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/BookieId.java,54,1,0,0,2,1,1,1.0,0,0,0.0,54,54,54,54,yes
3,stream/server/src/main/java/org/apache/bookkeeper/stream/server/service/RegistrationStateService.java,77,7,0,0,5,4,3,1.75,11,8,2.75,77,77,77,77,yes
3,circe-checksum/src/main/java/com/scurrilous/circe/crc/package-info.java,6,0,0,0,1,0,0,0.0,0,0,0.0,6,6,6,6,yes
3,stream/statelib/src/main/java/org/apache/bookkeeper/statelib/api/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/storage/EntryLogger.java,42,22,0,0,3,2,21,11.0,17,17,8.5,42,42,42,42,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/cli/helpers/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,stream/statelib/src/main/java/org/apache/bookkeeper/statelib/api/exceptions/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,bookkeeper-common/src/main/java/org/apache/bookkeeper/common/util/Retries.java,85,8,0,0,3,2,7,4.0,2,2,1.0,85,85,85,85,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/server/http/service/GetLastLogMarkService.java,57,14,0,0,7,6,5,2.3333333333333335,10,4,1.6666666666666667,57,57,57,57,yes
3,stream/distributedlog/common/src/main/java/org/apache/distributedlog/io/CompressionUtils.java,27,1,0,0,2,1,1,1.0,0,0,0.0,27,27,27,27,yes
3,stream/common/src/main/java/org/apache/bookkeeper/common/util/AbstractAutoAsyncCloseable.java,29,0,0,0,1,0,0,0.0,0,0,0.0,29,29,29,29,yes
3,stream/server/src/main/java/org/apache/bookkeeper/stream/server/grpc/GrpcServerSpec.java,29,2,0,0,2,1,2,2.0,0,0,0.0,29,29,29,29,yes
3,bookkeeper-http/http-server/src/main/java/org/apache/bookkeeper/http/service/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,stats/bookkeeper-stats-api/src/main/java/org/apache/bookkeeper/stats/OpStatsLogger.java,19,5,0,0,3,2,4,2.5,0,0,0.0,19,19,19,19,yes
3,stream/common/src/main/java/org/apache/bookkeeper/common/util/ExceptionalFunction.java,30,0,0,0,1,0,0,0.0,0,0,0.0,30,30,30,30,yes
3,tools/ledger/src/main/java/org/apache/bookkeeper/tools/cli/commands/LedgerCommandGroup.java,21,0,0,0,2,2,0,0.0,4,2,2.0,21,21,21,21,yes
3,cpu-affinity/src/main/java/org/apache/bookkeeper/common/util/affinity/impl/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,circe-checksum/src/main/java/com/scurrilous/circe/crc/NormalByteCrc.java,25,0,0,0,1,0,0,0.0,0,0,0.0,25,25,25,25,yes
3,circe-checksum/src/main/java/com/scurrilous/circe/impl/DirectByteBufferAccessLoader.java,17,0,0,0,1,0,0,0.0,0,0,0.0,17,17,17,17,yes
3,stream/api/src/main/java/org/apache/bookkeeper/api/kv/exceptions/KvApiException.java,21,0,0,0,1,0,0,0.0,0,0,0.0,21,21,21,21,yes
3,stream/statelib/src/main/java/org/apache/bookkeeper/statelib/impl/journal/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,bookkeeper-slogger/api/src/main/java/org/apache/bookkeeper/slogger/AbstractSlogger.java,214,0,0,0,1,0,0,0.0,0,0,0.0,214,214,214,214,yes
3,metadata-drivers/etcd/src/main/java/org/apache/bookkeeper/metadata/etcd/helpers/KeyIterator.java,39,0,0,0,1,0,0,0.0,0,0,0.0,39,39,39,39,yes
3,stream/storage/api/src/main/java/org/apache/bookkeeper/stream/storage/api/sc/StorageContainerManagerFactory.java,11,3,0,0,2,1,3,3.0,2,2,2.0,11,11,11,11,yes
3,stream/storage/impl/src/main/java/org/apache/bookkeeper/stream/storage/impl/metadata/stream/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,stream/api/src/main/java/org/apache/bookkeeper/api/kv/impl/result/KeyValueImpl.java,49,0,0,0,1,0,0,0.0,0,0,0.0,49,49,49,49,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/storage/directentrylogger/LogReaderScan.java,35,3,0,0,4,3,1,1.0,1,1,0.3333333333333333,35,35,35,35,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyBookie.java,30,119,0,0,10,12,60,9.916666666666666,76,54,6.333333333333333,30,30,30,30,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,12,22,0,0,3,2,21,11.0,11,11,5.5,12,12,12,12,yes
3,stream/common/src/main/java/org/apache/bookkeeper/common/hash/MurmurHash.java,99,0,0,0,2,1,0,0.0,1,1,1.0,99,99,99,99,yes
3,stream/distributedlog/protocol/src/main/java/org/apache/distributedlog/exceptions/EndOfLogSegmentException.java,11,1,0,0,2,1,1,1.0,0,0,0.0,11,11,11,11,yes
3,tools/stream/src/main/java/org/apache/bookkeeper/stream/cli/commands/namespace/DeleteNamespaceCommand.java,35,0,0,0,1,0,0,0.0,0,0,0.0,35,35,35,35,yes
3,bookkeeper-http/http-server/src/main/java/org/apache/bookkeeper/http/HttpRouter.java,94,69,0,0,11,14,62,4.928571428571429,74,43,5.285714285714286,94,94,94,94,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/storage/directentrylogger/Buffer.java,169,4,0,0,3,3,2,1.3333333333333333,2,2,0.6666666666666666,169,169,169,169,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java,44,20,0,0,5,4,17,5.0,21,21,5.25,44,44,44,44,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/bk/QuorumConfig.java,62,1,0,0,2,1,1,1.0,0,0,0.0,62,62,62,62,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/exceptions/Code.java,14,0,0,0,1,0,0,0.0,0,0,0.0,14,14,14,14,yes
3,stats/bookkeeper-stats-api/src/main/java/org/apache/bookkeeper/stats/Gauge.java,9,1,0,0,2,1,1,1.0,0,0,0.0,9,9,9,9,yes
3,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/exceptions/StreamNotFoundException.java,11,0,0,0,1,0,0,0.0,0,0,0.0,11,11,11,11,yes
3,stream/common/src/main/java/org/apache/bookkeeper/common/coder/Coder.java,40,2,0,0,2,1,2,2.0,10,10,10.0,40,40,40,40,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieCriticalThread.java,21,1,0,0,2,1,1,1.0,0,0,0.0,21,21,21,21,yes
3,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/container/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,stream/api/src/main/java/org/apache/bookkeeper/api/kv/options/Options.java,170,0,0,0,1,0,0,0.0,0,0,0.0,170,170,170,170,yes
3,bookkeeper-common-allocator/src/main/java/org/apache/bookkeeper/common/allocator/ByteBufAllocatorBuilder.java,35,4,0,0,3,3,2,1.3333333333333333,2,2,0.6666666666666666,35,35,35,35,yes
3,tools/stream/src/main/java/org/apache/bookkeeper/stream/cli/commands/cluster/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,stream/common/src/main/java/org/apache/bookkeeper/common/resolver/AbstractNameResolver.java,81,0,0,0,1,0,0,0.0,0,0,0.0,81,81,81,81,yes
3,stream/storage/impl/src/main/java/org/apache/bookkeeper/stream/storage/impl/sc/ZkStorageContainerManager.java,256,7,0,0,3,3,5,2.3333333333333335,10,10,3.3333333333333335,256,256,256,256,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,95,45,0,0,10,18,26,2.5,221,46,12.277777777777779,95,95,95,95,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/BKTransmitPacket.java,41,3,0,0,3,2,2,1.5,0,0,0.0,41,41,41,41,yes
3,stream/storage/api/src/main/java/org/apache/bookkeeper/stream/storage/conf/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NetworkTopologyImpl.java,668,87,0,0,11,12,60,7.25,81,53,6.75,668,668,668,668,yes
3,bookkeeper-common/src/main/java/org/apache/bookkeeper/common/annotation/InterfaceStability.java,19,3,0,0,2,1,3,3.0,0,0,0.0,19,19,19,19,yes
3,stream/distributedlog/common/src/main/java/org/apache/distributedlog/common/rate/MovingAverageRate.java,10,1,0,0,2,1,1,1.0,0,0,0.0,10,10,10,10,yes
3,stats/bookkeeper-stats-api/src/main/java/org/apache/bookkeeper/stats/StatsProvider.java,24,1,0,0,2,1,1,1.0,0,0,0.0,24,24,24,24,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/api/subscription/SubscriptionsStore.java,18,1,0,0,2,1,1,1.0,0,0,0.0,18,18,18,18,yes
3,metadata-drivers/etcd/src/main/java/io/etcd/jetcd/EtcdClientUtils.java,15,0,0,0,1,0,0,0.0,0,0,0.0,15,15,15,15,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/NullMetadataBookieDriver.java,301,2,0,0,3,3,1,0.6666666666666666,3,2,1.0,301,301,301,301,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,987,1546,0,0,31,111,401,13.927927927927929,1778,119,16.01801801801802,987,987,987,987,yes
3,bookkeeper-common-allocator/src/main/java/org/apache/bookkeeper/common/allocator/impl/ByteBufAllocatorBuilderImpl.java,53,4,0,0,3,3,2,1.3333333333333333,3,2,1.0,53,53,53,53,yes
3,stats/bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/codahale/FastCodahaleMetricsProvider.java,13,1,0,0,2,1,1,1.0,0,0,0.0,13,13,13,13,yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/processor/RequestProcessor.java,15,15,0,0,8,10,5,1.5,16,5,1.6,15,15,15,15,yes
3,bookkeeper-common/src/main/java/org/apache/bookkeeper/common/util/Watcher.java,10,0,0,0,1,0,0,0.0,0,0,0.0,10,10,10,10,yes
3,stats/bookkeeper-stats-api/src/main/java/org/apache/bookkeeper/stats/package-info.java,5,0,0,0,1,0,0,0.0,0,0,0.0,5,5,5,5,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/util/RetryPolicyUtils.java,14,1,0,0,2,1,1,1.0,0,0,0.0,14,14,14,14,yes
3,stream/distributedlog/core/src/main/java/org/apache/distributedlog/WriteLimiter.java,38,1,0,0,2,1,1,1.0,0,0,0.0,38,38,38,38,yes
